id,rating
0,1.5087142
1,1.8544686
2,1.3065264
3,2.2705536
4,2.3361151
5,1.315
6,1.7792206
7,1.4531734
8,3.1428206
9,2.0431588
10,2.143
11,1.6907194
12,1.1469784
13,1.874125
14,2.7848728
15,1.6341884
16,1.226079
17,2.311889
18,1.5154932
19,2.2420337
20,1.5601206
21,4.170246
22,2.3431215
23,1.8445523
24,0.8006306
25,1.3236585
26,2.6227007
27,2.4629695
28,1.6603956
29,2.0644581
30,1.8487241
31,1.2887073
32,2.7240098
33,1.9847679
34,1.8278973
35,1.567333
36,1.7196891
37,3.1849492
38,1.8224783
39,1.455234
40,2.9648798
41,1.2592907
42,1.7766039
43,2.7312155
44,1.0822527
45,2.4738998
46,1.8680663
47,1.606245
48,1.5252204
49,1.3915336
50,1.3536255
51,2.7525842
52,3.2746632
53,1.2649524
54,1.8472686
55,2.257876
56,2.2306085
57,1.8910627
58,2.0004668
59,2.066132
60,2.22977
61,0.48900956
62,1.1586447
63,4.09596
64,1.3804979
65,1.9616039
66,2.3987465
67,1.3177302
68,0.8579923
69,1.6740642
70,1.7482946
71,1.5644121
72,1.6255491
73,1.5345886
74,1.9717548
75,1.1537108
76,3.1028967
77,1.8659046
78,2.3603837
79,2.136729
80,1.5453148
81,1.8452914
82,2.3986082
83,1.9770746
84,3.339479
85,2.1471684
86,2.011157
87,2.9369478
88,1.7806933
89,2.4388237
90,1.7331643
91,1.5540051
92,2.1246963
93,1.5560377
94,2.345679
95,2.185346
96,4.8721776
97,1.9539177
98,2.3410335
99,2.3320599
100,1.5888312
101,1.5900273
102,1.6081216
103,2.0299737
104,2.2215602
105,2.3067389
106,1.7195358
107,1.66662
108,1.8310299
109,1.6899683
110,1.7958441
111,1.2699208
112,1.6147914
113,2.0332005
114,1.9406188
115,2.0866683
116,1.1028326
117,2.1421354
118,2.1162095
119,1.8175313
120,2.3566425
121,1.7921934
122,3.0612528
123,1.8937426
124,1.7207396
125,2.4539268
126,1.4154668
127,3.1014655
128,2.068666
129,3.0446007
130,1.2998631
131,2.7796106
132,1.0099725
133,1.6854551
134,2.101156
135,1.2694552
136,1.5979891
137,3.2747045
138,1.5034933
139,2.2151423
140,1.7066121
141,1.5372059
142,2.0667107
143,2.3941302
144,0.82122225
145,1.8372397
146,1.7002153
147,1.6623466
148,2.735174
149,1.2696817
150,2.4565272
151,1.7514513
152,1.2119194
153,2.251336
154,2.3280747
155,2.6852612
156,2.280272
157,2.4638977
158,1.4947147
159,1.8381908
160,2.14446
161,1.8725331
162,1.746171
163,3.2929158
164,2.2612696
165,2.218469
166,1.7273006
167,1.5450807
168,2.2311606
169,1.445298
170,1.9882679
171,2.3655512
172,2.0675907
173,2.3122005
174,2.3177953
175,2.075802
176,1.4409249
177,1.6785488
178,1.9367764
179,2.0403402
180,3.1852527
181,2.4002213
182,2.995348
183,1.8993623
184,1.4522951
185,1.8653238
186,2.4727826
187,1.7484076
188,1.6449401
189,1.67166
190,1.8058968
191,3.4724782
192,1.7960708
193,1.6030891
194,2.0071
195,1.0555967
196,1.3844459
197,2.2312849
198,3.2860007
199,1.8230684
200,1.859091
201,1.699765
202,2.0675042
203,3.9079945
204,2.0646615
205,1.7257271
206,1.9471562
207,1.3269079
208,2.3067398
209,3.7357507
210,1.5967755
211,2.1246865
212,2.5741632
213,1.533885
214,2.4530427
215,1.4422903
216,2.9082813
217,1.9811797
218,1.7999585
219,1.8197763
220,1.4014561
221,1.6701238
222,1.9103842
223,1.7878425
224,1.8229227
225,1.847523
226,1.9248714
227,5.0148196
228,1.3204083
229,2.3547523
230,2.0938385
231,3.244328
232,2.960178
233,2.9058492
234,2.082101
235,3.0378814
236,2.8669903
237,1.7086132
238,1.4032578
239,1.8980074
240,1.2966926
241,3.5024953
242,1.894434
243,1.5233936
244,1.3836741
245,2.0171595
246,3.5723596
247,0.8797989
248,2.1869082
249,2.600565
250,2.164124
251,2.4316945
252,2.6781046
253,1.5135474
254,0.9307565
255,3.1668177
256,1.7663653
257,2.0794914
258,4.3577647
259,2.0592415
260,2.4714925
261,2.328046
262,1.3982496
263,1.8779557
264,2.4030712
265,3.8075018
266,2.067052
267,1.6414971
268,1.6612792
269,2.2230659
270,1.7108104
271,0.914908
272,1.678813
273,2.2883866
274,1.9970663
275,2.1732237
276,2.3188214
277,2.3809495
278,2.4196224
279,2.519875
280,1.546845
281,1.6493392
282,0.9948074
283,1.5257199
284,1.0706229
285,1.6703062
286,1.3894885
287,2.676672
288,2.466451
289,1.9864883
290,3.2169642
291,1.8938909
292,2.540742
293,1.6945872
294,1.4171538
295,1.138795
296,1.8475444
297,2.0144527
298,1.7814281
299,2.1369517
300,2.0188003
301,2.5737886
302,2.9606342
303,2.4533432
304,1.4526079
305,1.2266872
306,2.4454546
307,3.075737
308,1.8771667
309,1.820539
310,1.9726577
311,2.4815025
312,0.96810764
313,3.0784757
314,1.7047052
315,1.8331738
316,1.2678931
317,1.3127418
318,1.8566287
319,2.543403
320,2.525521
321,2.9752908
322,0.59926796
323,2.4936783
324,2.566887
325,2.6419659
326,1.6091573
327,1.8573177
328,1.8005495
329,1.6134162
330,2.4959748
331,2.7482896
332,1.9221506
333,3.4543428
334,2.3542566
335,2.1450734
336,1.7046514
337,1.9817617
338,4.1563387
339,2.3538823
340,2.036664
341,2.0404503
342,1.3322859
343,2.5390139
344,1.437213
345,2.4205744
346,2.6811595
347,1.567127
348,1.7636423
349,1.9718318
350,2.2617145
351,1.8391776
352,1.814584
353,2.1779425
354,1.9362764
355,2.1676254
356,1.8259633
357,2.0680788
358,2.1796603
359,2.4608674
360,2.2154899
361,3.106041
362,2.7550325
363,1.1715503
364,3.1894157
365,2.0667365
366,1.5368028
367,1.2281921
368,2.4954243
369,1.7762458
370,2.55384
371,1.572437
372,2.000498
373,1.7413538
374,1.5728428
375,2.3777695
376,1.5085356
377,2.2771494
378,1.8919525
379,2.4678512
380,1.7155244
381,3.9965293
382,2.0495632
383,2.5084634
384,1.5774777
385,1.810395
386,1.89481
387,1.2058896
388,1.7587216
389,2.4132752
390,2.528276
391,2.2461846
392,2.8648567
393,1.656398
394,3.0052338
395,2.4799588
396,1.5900338
397,2.1783876
398,3.034717
399,1.5230412
400,1.8371301
401,1.8508804
402,2.1752646
403,2.5664918
404,2.4215345
405,2.1106827
406,2.4694989
407,1.3452926
408,1.9132795
409,1.9317434
410,2.0790412
411,2.233105
412,1.4660146
413,2.985134
414,2.9301558
415,1.4347746
416,1.5603447
417,1.4579451
418,1.6037605
419,1.3867307
420,1.5967958
421,1.5032082
422,1.8699768
423,1.2379777
424,1.9545968
425,3.8340116
426,1.7708759
427,2.0297503
428,2.075145
429,2.256329
430,2.9160755
431,0.959162
432,1.4288855
433,1.8179283
434,1.8926499
435,2.4039898
436,2.442378
437,0.88868564
438,1.4583979
439,1.0650064
440,2.237198
441,2.7985892
442,2.9423609
443,1.885433
444,4.99801
445,2.75274
446,1.957382
447,1.8981271
448,1.0590439
449,1.5489707
450,2.6121612
451,2.1586766
452,1.8809285
453,2.7039971
454,2.5115154
455,1.73231
456,2.7229655
457,1.4394212
458,1.8030548
459,2.2185693
460,1.5986347
461,3.3236592
462,2.18579
463,1.2585058
464,1.5311184
465,2.245739
466,2.4682245
467,1.5726981
468,2.119755
469,1.7137499
470,1.6757154
471,2.1559293
472,2.267879
473,0.9569486
474,1.1622816
475,1.7185326
476,0.9622708
477,1.9655735
478,1.3932555
479,1.9796526
480,1.7889132
481,1.9038258
482,1.769907
483,1.5678523
484,1.8288696
485,1.8188281
486,1.1988187
487,2.1832154
488,1.6551795
489,1.8981743
490,1.7908916
491,3.9974027
492,1.4532876
493,1.4032731
494,2.1040123
495,2.5611587
496,2.4385855
497,2.2855763
498,1.2875321
499,1.4927442
500,1.7690115
501,1.435324
502,1.6802435
503,1.9513333
504,2.3859982
505,2.4266682
506,2.0340812
507,2.8019567
508,3.3116813
509,1.9730437
510,1.7943599
511,2.6655633
512,1.758512
513,2.0846403
514,2.7677264
515,3.0303195
516,2.7470708
517,1.7901819
518,1.7765725
519,2.097228
520,2.1235993
521,2.581942
522,1.6473825
523,1.2408221
524,1.5549946
525,2.0712075
526,3.0363965
527,2.5134387
528,1.9021115
529,1.8211215
530,1.5923643
531,1.5244935
532,1.9024541
533,2.9676428
534,2.215222
535,0.9876401
536,2.3811212
537,2.346692
538,1.1539924
539,1.6246078
540,3.7747362
541,1.9738035
542,2.0138032
543,1.8244562
544,3.3605528
545,3.4381914
546,2.9341908
547,2.6597393
548,1.1151199
549,2.1443515
550,2.3310568
551,2.9079447
552,3.958208
553,2.1949942
554,2.104512
555,1.5404398
556,1.8081303
557,1.7533901
558,2.3813434
559,1.4976137
560,1.8471746
561,2.2612128
562,1.3759356
563,2.5409064
564,1.3524656
565,2.0234826
566,1.281218
567,1.4014623
568,1.0658612
569,1.7490604
570,3.482397
571,2.2260983
572,1.8715653
573,1.7130687
574,1.6849017
575,1.4379096
576,1.7029641
577,1.4113169
578,3.7775917
579,1.8402605
580,3.7109973
581,3.0070844
582,1.7843657
583,2.8227742
584,1.3528738
585,3.029002
586,1.4586289
587,2.0896466
588,0.991193
589,1.3610051
590,1.7806773
591,3.3971858
592,2.2096372
593,0.98987967
594,1.5075104
595,1.6129553
596,2.2794666
597,2.0101469
598,1.3967013
599,2.0614755
600,0.9375418
601,1.6102123
602,1.4959636
603,1.6159186
604,3.1142495
605,1.7030632
606,2.1576474
607,2.188745
608,2.2506473
609,1.3959751
610,1.9209821
611,3.12086
612,2.506196
613,2.8099723
614,2.1765816
615,2.463882
616,1.6903827
617,2.7554126
618,2.4304185
619,1.8231053
620,1.6886127
621,3.3103473
622,1.6758935
623,3.1552458
624,1.5534463
625,1.7474215
626,2.0231838
627,3.0002086
628,1.9199314
629,1.3060699
630,1.7008946
631,3.429018
632,2.2141933
633,1.500139
634,1.822438
635,2.4571052
636,1.6957891
637,1.4474483
638,2.2269003
639,1.6534123
640,3.552814
641,3.2739353
642,1.3489652
643,1.907933
644,1.1806073
645,3.008726
646,1.9510016
647,1.863739
648,2.7020621
649,1.2702053
650,1.4019136
